QKEY,INTERVIEW_START_W154,INTERVIEW_END_W154,DEVICE_TYPE_W154,SVYMODE_W154,LANG_W154,SAMPSOURCE_W154,FORM_W154,X_GENDER_W154,FEELMOD_a_W154,FEELMOD_b_W154,CLOSEFRI_W154,GENFRIONE_W154,GENFRIMANY_W154,COMMFRI_a_W154,COMMFRI_b_W154,COMMFRI_c_W154,COMMFRI_d_W154,POSITIONW_a_W154,POSITIONW_b_W154,POSITIONW_c_W154,POSITIONW_d_W154,POSITIONM_a_W154,POSITIONM_b_W154,POSITIONM_c_W154,POSITIONM_d_W154,MENONLYWB_W154,WOMENONLYWB_W154,MENONLYSOC_W154,WOMENONLYSOC_W154,EMOSUPPFAM_a_W154,EMOSUPPFAM_b_W154,EMOSUPPFAM_c_W154,EMOSUPPFAM_d_W154,EMOSUPPOTH_a_W154,EMOSUPPOTH_b_W154,EMOSUPPOTH_c_W154,DIFF1_a_W154,DIFF1_b_W154,DIFF1_c_W154,DIFF1_d_W154,DIFF1_e_W154,DIFF2_a_W154,DIFF2_b_W154,DIFF2_c_W154,DIFF2_d_W154,DIFF2_e_W154,MASCSCALE_W154,FEMSCALE_W154,MASCFEM_W154,LEARNMAN_a_W154,LEARNMAN_b_W154,LEARNMAN_c_W154,LEARNMAN_d_W154,LEARNMAN_e_W154,LEARNMAN_f_W154,LEARNMAN_g_W154,LEARNMAN_h_W154,LEARNMAN_i_W154,LEARNWOMAN_a_W154,LEARNWOMAN_b_W154,LEARNWOMAN_c_W154,LEARNWOMAN_d_W154,LEARNWOMAN_e_W154,LEARNWOMAN_f_W154,LEARNWOMAN_g_W154,LEARNWOMAN_h_W154,LEARNWOMAN_i_W154,ROLES1_W154,ROLES2_W154,CHANGE1_a_W154,CHANGE1_b_W154,CHANGE1_c_W154,CHANGE1_d_W154,CHANGE1_e_W154,CHANGE1_f_W154,WHOBETTER_a_W154,WHOBETTER_b_W154,WHOBETTER_c_W154,WHOBETTER_d_W154,WHOBETTER_e_W154,WHOBETTER_f_W154,BOYS_a_W154,BOYS_b_W154,BOYS_c_W154,BOYS_d_W154,GIRLS_a_W154,GIRLS_b_W154,GIRLS_c_W154,GIRLS_d_W154,CHANGEMEN_a_W154,CHANGEMEN_b_W154,CHANGEMEN_c_W154,CHANGEMEN_d_W154,CHANGEMEN_e_W154,CHANGEMEN_f_W154,CHANGEMEN_g_W154,CHANGEWOM_a_W154,CHANGEWOM_b_W154,CHANGEWOM_c_W154,CHANGEWOM_d_W154,CHANGEWOM_e_W154,CHANGEWOM_f_W154,CHANGEWOM_g_W154,DEIAFFECT_a_W154,DEIAFFECT_b_W154,DEIAFFECT_c_W154,DEIAFFECT_d_W154,DEIAFFECT_e_W154,DEIAFFECT_f_W154,DEIAFFECT_g_W154,DEIAFFECT_h_W154,MASCPOSNEG_W154,MASCPOSGOODBAD_W154,MASCNEGGOODBAD_W154,VALUEMEN_a_W154,VALUEMEN_b_W154,VALUEMEN_c_W154,VALUEMEN_d_W154,VALUEMEN_e_W154,VALUEMEN_f_W154,VALUEMEN_g_W154,VALUEMEN_h_W154,MENACCEPT1_a_W154,MENACCEPT1_b_W154,MENACCEPT1_c_W154,MENACCEPT1_d_W154,MENACCEPT1_e_W154,MENACCEPT1_f_W154,MENACCEPT2_a_W154,MENACCEPT2_b_W154,MENACCEPT2_c_W154,MENACCEPT2_d_W154,TRANSGEND2MOD_W154,TRANSGEND11_W154,TRANSGEND12_W154,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_RELIGCAT1,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W154
81,2024-09-04T23:39:23Z,2024-09-04T23:49:52Z,1,1,9,2,1,,4,2,2,,2,5,2,5,2,3,3,2,2,3,3,2,2,3,1,,,6,4,6,3,1,2,3,2,1,2,2,2,1,,1,1,1,3,3,0,,,,,,,,,,6,6,4,4,6,6,6,2,2,1,3,3,3,3,3,3,3,1,3,3,3,1,3,,,,,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,6,6,3,3,6,6,6,6,3,,,3,3,3,3,3,3,3,3,2,2,2,2,2,2,5,2,5,5,2,1,2,1,4,9,2,1,2,3,2,2,1,2,2,1,6,12,3,3,2,2,3,1,3,3,1,2,2,0.2565268428484696
84,2024-09-15T16:00:08Z,2024-09-15T16:14:00Z,1,1,9,2,2,,4,2,2,,1,3,2,2,2,2,2,2,2,3,3,2,3,,,1,1,6,1,5,3,1,2,4,1,1,2,2,1,,,2,2,,3,4,1,6,3,1,1,2,6,6,4,1,,,,,,,,,,3,3,1,1,1,1,1,1,1,3,3,1,1,3,1,2,1,3,,,,,1,2,3,3,1,3,1,1,3,1,3,3,1,1,3,2,1,1,1,1,1,1,1,2,,2,1,1,2,1,2,1,2,1,3,5,1,1,3,1,1,1,3,1,1,1,1,1,2,1,2,1,1,5,1,4,1,3,4,6,12,3,2,,2,4,2,8,5,1,2,2,0.4798198154504139
86,2024-09-07T11:29:30Z,2024-09-07T11:54:35Z,1,1,9,2,2,,3,2,1,2,,3,2,4,4,2,3,2,1,1,2,2,2,,,1,1,4,1,4,1,1,5,1,1,1,2,2,1,,,2,2,,2,3,1,,,,,,,,,,5,5,5,5,5,5,6,5,5,2,2,1,1,3,3,1,3,1,2,3,1,1,3,,,,,3,3,3,3,2,3,2,2,3,2,3,3,1,1,2,1,2,2,3,3,2,2,2,2,2,2,1,3,,2,1,3,2,1,2,1,2,2,2,3,2,2,2,3,3,2,2,1,1,1,1,1,2,1,2,2,2,4,2,1,2,2,1,2,10,3,3,2,2,4,3,2,4,1,2,1,0.2183576940994208
87,2024-09-04T23:16:04Z,2024-09-04T23:27:35Z,1,1,9,2,2,,1,2,3,,,,,,,3,3,3,3,2,2,2,2,,,1,1,6,2,3,5,3,3,2,2,2,2,2,2,2,1,1,2,2,4,2,-2,,,,,,,,,,6,4,1,3,4,5,5,3,4,2,2,2,2,2,2,2,1,3,2,3,3,3,3,2,2,2,2,,,,,5,2,3,4,5,1,4,4,3,5,5,4,5,4,2,1,3,4,4,4,4,4,2,,1,2,1,2,2,2,2,2,2,3,5,3,2,3,3,3,5,3,2,2,1,2,1,2,3,1,2,2,2,4,2,1,2,2,1,6,12,3,3,2,2,3,1,6,3,1,2,2,0.23814586504109111
94,2024-09-05T06:42:36Z,2024-09-05T07:17:15Z,1,1,9,2,2,,4,3,1,1,,3,2,5,2,3,3,2,3,3,3,2,4,,,2,2,2,6,6,1,2,4,5,1,2,2,2,2,,1,2,1,2,4,1,-3,,,,,,,,,,5,6,6,5,6,6,1,6,5,1,2,1,1,3,3,1,1,3,3,3,1,1,3,,,,,2,2,3,3,4,3,5,5,4,2,4,4,2,2,3,2,2,4,2,1,4,3,2,6,6,6,1,1,,3,3,3,2,3,3,3,3,5,5,3,3,4,4,3,4,3,3,1,3,,1,2,3,1,3,2,99,99,2,1,2,2,1,1,1,1,2,,2,4,1,1,4,4,1,1,0.3227133489471085
96,2024-09-04T22:58:27Z,2024-09-04T23:20:32Z,3,1,9,2,1,,1,2,3,,,,,,,1,1,5,5,1,1,4,5,2,3,,,6,6,5,2,3,4,5,2,2,1,2,2,1,1,,2,2,3,4,1,6,5,3,6,6,6,5,4,2,,,,,,,,,,2,3,3,3,3,1,2,1,1,3,3,3,1,1,3,2,2,2,,,,,5,2,2,5,3,3,3,5,3,2,5,5,5,4,5,5,5,5,5,5,5,5,2,,2,2,1,1,2,1,2,1,2,5,1,5,1,1,3,2,3,4,2,2,1,2,1,3,7,2,1,1,1,5,2,1,2,2,1,6,1,1,3,2,2,3,1,2,2,1,2,1,0.7496726585178547
97,2024-09-04T20:06:48Z,2024-09-04T20:41:01Z,1,1,9,2,1,,2,3,2,,1,6,2,5,2,2,2,3,3,2,2,4,4,2,1,,,6,4,2,6,3,3,1,2,2,2,2,1,2,1,2,2,,3,3,0,,,,,,,,,,6,3,1,2,3,3,6,2,2,2,2,1,3,1,2,1,3,3,3,3,3,1,3,1,2,1,2,,,,,4,3,3,4,2,3,3,3,1,2,3,3,2,3,6,2,1,1,1,1,1,1,1,3,,2,1,1,2,1,2,1,3,4,5,5,1,2,4,1,2,1,2,1,1,2,1,3,5,2,1,2,1,5,1,3,1,3,4,6,12,3,4,2,2,4,1,9,4,1,2,3,1.288020263152797
99,2024-09-04T19:10:19Z,2024-09-04T19:31:16Z,3,1,9,2,1,,2,3,2,,3,1,1,2,2,4,4,4,4,4,4,3,2,3,3,,,2,4,4,2,5,5,3,2,2,1,2,2,2,2,,2,2,1,5,4,1,1,3,1,99,5,1,1,1,,,,,,,,,,1,1,3,3,3,3,3,3,3,3,3,3,99,3,,,,,3,3,3,3,3,3,3,99,3,99,3,3,3,99,3,3,3,3,3,3,3,3,3,3,3,3,1,1,,2,2,2,2,3,3,2,3,3,3,3,3,3,3,2,2,4,2,2,1,1,1,3,7,2,3,1,3,2,2,1,2,2,1,4,12,3,2,,2,3,1,1,3,1,2,1,0.6054043175022585
102,2024-09-04T19:56:08Z,2024-09-04T20:50:24Z,3,1,9,2,1,,4,2,2,,2,2,2,2,2,3,3,3,3,5,5,2,2,2,1,,,1,6,6,3,1,4,2,2,2,2,2,1,1,1,1,1,,1,5,4,1,2,2,1,3,3,4,3,3,,,,,,,,,,3,2,1,1,1,1,1,1,1,2,3,3,3,3,,,,,3,3,2,3,2,5,3,4,2,3,4,2,5,2,4,2,2,4,3,3,2,2,3,4,4,4,3,,,2,1,3,2,3,3,3,3,3,4,5,3,4,5,1,1,1,1,1,2,2,1,4,9,3,4,1,1,5,1,1,1,3,1,1,10,3,2,,2,3,1,9,3,2,1,3,0.36767960808423433
103,2024-09-06T11:32:42Z,2024-09-06T11:43:52Z,1,1,9,2,2,,4,3,1,1,,2,2,2,1,2,3,1,1,1,2,3,3,,,3,1,1,1,5,2,2,3,3,1,2,2,2,1,,2,2,1,,4,1,-3,,,,,,,,,,1,5,1,1,1,3,1,3,1,1,2,1,1,2,2,1,1,3,3,1,1,3,1,,,,,3,3,3,3,3,2,2,4,4,2,3,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,3,,,2,3,2,2,1,2,2,2,5,4,1,2,3,4,2,3,2,4,2,3,,2,3,7,1,1,2,3,2,1,1,2,3,1,6,1,1,3,2,2,3,1,1,3,1,2,1,0.18515780286173697
105,2024-09-05T07:51:23Z,2024-09-05T08:09:40Z,3,1,9,2,2,,5,1,2,,2,4,3,4,99,4,3,2,2,5,3,1,2,,,1,2,3,2,4,4,4,5,5,1,1,1,2,2,,,,2,2,3,1,-2,,,,,,,,,,5,2,1,4,5,5,5,5,4,2,1,1,2,1,1,3,3,3,3,3,3,1,3,3,2,3,3,,,,,4,3,3,3,2,1,3,2,1,2,5,1,1,2,3,3,1,2,1,1,1,1,3,,,2,3,3,2,3,2,3,2,5,5,4,1,3,3,1,3,3,2,2,1,2,1,3,5,1,2,2,3,2,2,1,2,2,1,2,12,3,3,2,2,3,3,5,3,1,2,2,0.27770354266538266
111,2024-09-11T00:01:49Z,2024-09-11T00:21:21Z,1,1,9,2,2,,4,4,99,,,,,,,3,3,3,2,3,4,2,3,,,3,3,3,2,4,3,2,3,2,1,1,1,1,1,,,,,,3,4,1,3,2,1,2,2,3,2,3,2,,,,,,,,,,2,2,1,3,3,2,1,3,1,3,3,3,1,1,,,,,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,4,6,6,1,3,,3,1,1,1,3,3,2,3,3,4,2,3,3,3,2,4,4,3,2,2,1,1,3,5,1,3,1,2,4,2,1,2,2,1,6,1,1,2,,2,3,1,1,3,2,2,1,0.8602488593934433
10114,2024-09-05T15:32:53Z,2024-09-05T15:51:25Z,1,1,9,2,1,,4,2,2,,2,2,2,3,2,3,4,2,4,3,4,3,4,3,4,,,1,6,3,3,1,4,3,2,2,2,2,1,1,1,1,1,,4,5,1,,,,,,,,,,4,5,1,2,3,5,2,5,5,3,2,2,2,2,3,3,2,3,3,3,3,1,3,3,3,3,3,,,,,4,1,2,4,4,4,5,1,1,1,4,4,1,1,5,5,5,5,5,5,5,5,2,,2,2,2,2,3,2,3,2,3,5,5,4,3,5,5,3,5,5,2,1,1,2,1,3,5,2,3,2,1,5,2,1,2,2,1,1,1,1,1,,1,1,1,3,1,2,1,1,0.4822525803654957
10116,2024-09-05T16:45:20Z,2024-09-05T16:59:44Z,3,1,9,2,1,,4,2,2,,2,3,2,5,2,3,3,2,1,3,3,2,2,3,3,,,6,6,6,4,2,4,5,2,2,2,2,1,2,1,2,2,,4,3,-1,,,,,,,,,,6,6,6,1,6,6,6,2,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,,,,,3,3,3,3,2,3,2,2,2,3,2,2,2,2,2,3,2,2,4,3,3,2,2,2,3,3,3,,,2,1,1,2,3,3,3,2,3,3,3,4,3,4,2,3,4,3,2,2,2,1,4,9,2,4,2,1,5,1,1,1,3,1,3,10,3,3,2,2,3,1,8,3,1,2,3,0.3526272157121292
10117,2024-09-05T16:26:38Z,2024-09-05T16:44:48Z,3,1,9,2,1,,1,4,3,,,,,,,2,4,4,4,3,3,2,3,2,1,,,6,6,6,6,4,5,3,2,2,2,2,2,2,1,2,1,2,5,3,-2,,,,,,,,,,6,5,2,3,2,6,3,5,2,2,1,3,1,2,1,1,2,3,3,3,3,3,3,1,2,1,1,,,,,1,3,3,3,3,3,1,3,1,1,4,2,2,1,3,3,4,3,4,3,3,2,3,,,2,3,1,2,1,2,1,2,5,4,4,2,3,5,2,3,4,2,2,1,2,1,1,2,2,4,2,1,5,2,1,2,2,1,6,2,2,2,,2,4,1,2,5,2,2,2,0.6667162749359657
10118,2024-09-05T15:15:51Z,2024-09-05T15:29:23Z,1,1,9,2,1,,4,3,2,,1,3,2,4,6,4,4,2,2,4,4,3,3,3,2,,,6,6,6,1,1,5,3,1,2,2,2,1,,1,2,2,,5,2,-3,,,,,,,,,,6,3,1,2,6,6,1,5,3,2,2,3,3,1,3,1,3,3,3,3,3,3,3,2,2,1,2,,,,,3,3,4,3,4,2,2,3,3,2,3,4,2,2,3,2,2,1,2,2,3,1,3,,,2,1,1,2,1,2,1,2,5,99,5,2,3,5,3,3,4,4,2,1,2,1,1,2,2,4,2,1,6,2,1,2,2,1,3,1,1,2,,2,3,1,4,3,1,2,2,0.4113075386936251
10119,2024-09-12T14:55:46Z,2024-09-12T15:10:50Z,3,1,9,2,2,,4,3,2,,2,4,2,5,1,1,3,3,3,4,3,4,3,,,2,1,1,3,6,3,1,4,4,1,1,2,2,1,,,2,2,,4,3,-1,,,,,,,,,,4,4,3,4,5,5,3,3,4,2,2,3,2,3,1,3,3,3,3,3,3,3,3,,,,,2,2,2,3,2,4,3,4,2,3,3,2,2,2,5,3,3,3,3,2,1,1,1,1,3,3,1,3,,2,1,3,2,1,2,1,2,2,5,5,2,2,5,3,4,2,2,1,2,1,1,3,5,2,2,2,1,6,2,1,2,2,1,6,1,1,3,2,2,3,1,9,3,1,1,3,0.3218851528497587
10120,2024-09-05T16:26:02Z,2024-09-05T16:40:29Z,3,1,9,2,2,,5,2,2,,2,2,2,3,5,3,3,2,2,3,3,2,3,,,4,2,1,6,6,1,1,5,5,1,2,1,2,1,,1,,2,,5,2,-3,,,,,,,,,,2,2,1,2,2,6,6,5,5,2,3,1,3,1,3,3,3,3,3,3,3,1,3,,,,,3,3,3,2,2,3,3,3,2,3,2,1,2,2,3,1,2,2,3,3,2,2,2,2,2,3,1,3,,2,1,3,2,3,3,3,2,5,5,5,3,3,5,3,3,4,2,1,2,2,1,3,6,1,4,2,1,6,2,1,1,1,1,1,11,4,2,,2,4,1,9,4,2,1,3,0.5268415442674609
10121,2024-09-07T16:53:41Z,2024-09-07T16:58:33Z,1,1,9,2,2,,1,2,2,,2,1,1,1,1,3,3,2,2,3,4,3,2,,,2,1,2,1,2,2,3,2,1,1,1,1,1,2,,,,,2,1,3,2,,,,,,,,,,2,2,2,1,1,5,4,3,5,2,1,2,3,1,2,1,1,3,1,1,2,3,3,1,2,1,3,,,,,2,5,5,3,2,4,3,2,5,3,3,3,3,3,3,3,3,4,3,4,3,2,1,3,,2,2,2,3,2,2,2,2,5,1,3,1,2,4,1,1,3,4,1,2,1,1,3,5,2,2,2,3,2,2,1,2,2,1,6,12,3,2,,2,3,1,1,2,1,1,1,0.3894837137873695
10123,2024-09-06T17:43:34Z,2024-09-06T17:47:56Z,3,1,9,2,2,,5,2,2,,2,1,2,5,2,4,3,2,3,4,3,2,3,,,3,1,6,6,6,2,1,4,5,2,2,2,2,1,2,1,2,2,,5,2,-3,,,,,,,,,,6,2,1,2,3,4,2,5,4,2,2,1,1,1,2,1,1,1,2,3,3,1,3,3,2,1,3,,,,,3,4,3,3,3,3,2,3,2,3,4,3,2,2,3,1,2,1,1,1,3,1,1,1,,2,1,2,2,1,2,1,2,4,4,3,3,3,4,2,4,3,1,2,2,2,1,3,6,1,4,2,1,6,2,1,2,2,1,6,1,1,3,2,2,3,2,2,3,2,1,2,0.9160804636744408
10125,2024-09-06T11:03:53Z,2024-09-06T11:29:45Z,1,1,9,2,1,,5,5,99,,,,,,,3,3,1,1,4,5,5,1,3,3,,,6,1,1,1,2,5,5,2,2,2,2,2,1,1,1,1,1,5,2,-3,,,,,,,,,,6,5,5,1,6,6,1,5,5,1,1,3,3,1,3,3,3,3,3,3,3,3,3,,,,,2,2,2,2,3,3,3,2,2,2,4,5,2,5,5,5,4,3,3,3,3,3,3,3,3,3,3,,,1,3,1,2,3,3,3,1,5,5,4,2,3,5,5,5,5,1,1,1,2,2,3,5,3,4,2,3,2,2,1,1,1,1,3,1,1,3,1,1,2,1,1,3,2,1,1,0.7258829003106962
10127,2024-09-05T22:26:27Z,2024-09-05T22:40:04Z,3,1,9,2,2,,5,2,2,,3,3,2,3,2,2,1,3,3,1,1,5,4,,,4,1,1,3,4,2,1,5,3,2,1,2,2,1,2,,2,2,,3,3,0,2,2,4,3,3,5,2,5,1,,,,,,,,,,2,2,1,3,1,1,1,3,3,3,3,3,3,3,1,2,1,2,,,,,2,1,1,1,2,1,4,3,2,2,1,3,3,4,3,3,2,2,3,2,2,2,1,2,,2,1,1,2,1,2,1,2,2,5,5,1,3,2,2,2,2,2,1,1,1,1,4,8,1,3,1,1,6,1,1,1,3,1,1,1,1,2,,2,4,1,9,4,1,1,3,0.9380099812283695
10129,2024-09-07T10:09:43Z,2024-09-07T10:22:00Z,1,1,9,2,1,,3,2,2,,2,3,1,3,1,3,3,1,2,3,4,3,3,1,1,,,6,5,5,3,1,5,1,2,2,2,2,2,1,1,1,2,2,4,2,-2,,,,,,,,,,6,5,1,5,5,5,2,5,5,2,3,1,3,1,1,1,3,1,3,2,3,1,3,,,,,3,3,3,3,1,1,1,1,2,3,2,3,1,2,4,2,2,1,4,4,2,1,2,1,3,3,1,1,,3,3,3,2,3,2,3,2,5,3,3,2,1,3,2,1,4,2,2,1,2,1,2,3,2,2,2,1,6,2,1,2,2,1,6,99,99,2,,2,3,3,3,3,2,1,1,0.7816283037898748
10132,2024-09-05T21:28:28Z,2024-09-05T22:01:37Z,3,1,9,2,1,,4,2,2,,2,2,1,3,1,3,3,2,2,3,3,2,2,1,1,,,2,1,3,4,1,3,2,1,2,2,2,1,,1,2,2,,5,1,-4,,,,,,,,,,3,3,1,2,5,6,3,5,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,,,,2,3,2,3,2,3,3,3,3,3,4,2,2,2,3,3,1,3,3,3,6,6,6,6,6,6,1,1,,2,1,1,2,3,3,1,3,2,2,2,2,2,2,3,4,5,2,2,2,2,1,3,7,1,2,2,1,6,2,1,2,2,1,6,1,1,2,,2,4,1,4,4,1,2,2,0.33061505835901644
10133,2024-09-15T07:29:16Z,2024-09-15T07:36:06Z,1,1,9,2,2,,3,3,2,,1,1,2,2,2,3,4,4,3,3,3,4,3,,,4,3,3,3,2,2,2,2,2,1,1,2,2,1,,,2,2,,4,4,0,4,3,3,3,5,3,4,4,3,,,,,,,,,,2,1,2,2,1,1,1,1,1,1,2,1,1,1,,,,,3,3,2,1,2,1,1,3,2,2,2,2,1,1,2,3,2,2,2,2,3,2,1,2,3,3,1,3,,1,2,2,1,2,1,2,2,1,1,1,2,1,1,2,2,3,1,2,2,2,1,3,7,1,2,1,1,5,2,1,2,2,1,2,1,1,4,1,1,1,1,5,2,2,1,2,0.9855137110566888
10134,2024-09-06T22:34:10Z,2024-09-06T22:54:43Z,1,1,9,2,1,,3,3,1,1,,5,5,4,5,3,3,3,3,3,3,4,4,2,2,,,6,5,6,3,2,4,4,2,2,2,2,2,2,2,2,2,1,4,2,-2,,,,,,,,,,5,5,5,5,5,5,5,5,5,2,2,1,3,3,3,1,3,1,2,3,3,1,3,2,2,1,2,,,,,2,2,3,3,2,2,5,2,1,2,4,2,2,5,1,1,2,4,4,4,2,3,1,3,,2,3,3,2,3,2,2,2,4,4,4,4,5,5,4,3,4,4,1,1,1,1,4,9,1,2,2,1,5,1,4,1,3,4,6,1,1,4,1,1,2,3,7,4,1,1,2,0.5172573829231489
10135,2024-09-06T06:11:16Z,2024-09-06T06:59:28Z,1,1,9,2,2,,3,3,1,1,,3,3,5,3,1,3,3,4,2,3,3,3,,,3,3,4,5,5,4,2,5,5,1,2,2,2,1,,1,2,1,,4,2,-2,,,,,,,,,,4,5,2,2,5,6,5,5,3,3,3,1,2,1,1,3,2,1,1,1,3,1,3,2,2,2,2,,,,,2,2,2,3,2,2,2,2,1,2,4,2,2,3,3,3,3,3,3,3,3,3,1,1,,2,1,2,2,2,2,3,2,3,5,4,2,2,3,4,3,5,2,1,1,2,1,1,2,3,2,2,2,4,1,1,1,3,1,2,2,2,2,,2,4,1,4,4,2,2,1,0.43487772826542737
10136,2024-09-05T14:41:37Z,2024-09-05T15:31:01Z,3,1,10,2,2,,5,1,1,1,,1,1,3,1,3,3,3,3,3,4,3,3,,,4,4,1,3,2,3,3,2,3,2,2,1,2,2,1,2,,1,2,1,5,4,4,3,3,3,3,3,2,3,6,,,,,,,,,,1,2,2,2,1,1,3,3,1,3,2,3,1,1,,,,,1,3,3,2,2,4,3,2,1,2,4,1,3,1,2,1,2,3,2,2,2,2,2,2,2,3,2,,2,2,2,2,2,2,2,3,3,5,4,5,2,4,5,3,3,3,2,2,1,2,1,3,5,1,2,1,1,6,1,2,1,3,4,1,1,1,1,,1,1,1,9,2,1,1,3,0.7576717953969623
10137,2024-09-05T14:34:42Z,2024-09-05T15:01:08Z,3,1,9,2,1,,4,2,2,,2,1,1,3,3,3,4,1,2,2,2,3,3,2,2,,,6,6,6,1,3,4,2,2,2,2,2,2,1,1,2,2,2,4,2,-2,,,,,,,,,,5,2,1,4,3,5,4,5,5,3,3,1,3,1,1,1,3,1,3,3,3,1,1,,,,,3,3,2,3,2,2,2,3,4,3,4,4,2,3,4,3,3,3,4,4,2,2,2,2,2,2,3,,,2,3,3,2,2,1,2,2,4,5,5,2,4,5,2,3,4,4,1,1,1,1,3,7,2,4,2,2,4,2,1,2,2,1,5,1,1,2,,2,4,1,2,4,1,2,2,0.48491718152425267
10139,2024-09-09T06:48:28Z,2024-09-09T07:04:07Z,1,1,9,2,1,,3,3,2,,3,3,1,6,2,1,2,4,3,1,1,5,4,3,3,,,4,3,6,1,3,5,1,2,2,1,2,1,2,2,,2,,3,5,2,4,2,4,4,3,6,6,5,5,,,,,,,,,,3,3,1,1,1,3,1,3,3,3,3,3,3,3,2,2,2,3,,,,,1,3,3,5,5,3,3,1,1,1,5,5,1,1,3,1,1,1,1,1,1,1,3,,,2,2,2,2,2,2,2,2,4,5,5,2,1,5,3,4,4,2,1,1,1,1,3,5,3,2,1,2,4,2,1,2,2,1,2,2,2,4,2,2,3,1,2,3,1,2,1,0.6615866930085815
10140,2024-09-07T20:05:58Z,2024-09-07T20:14:35Z,1,1,9,2,1,,5,1,2,,2,1,99,2,1,4,4,2,1,4,4,1,1,6,6,,,6,6,6,1,2,3,3,2,1,2,1,1,1,,2,,,5,1,-4,,,,,,,,,,6,6,6,1,6,6,6,4,4,3,3,2,3,3,1,1,3,3,3,1,2,2,1,,,,,1,2,1,2,1,3,4,4,4,1,2,1,5,5,4,3,3,3,1,3,6,3,6,6,3,3,3,,,1,3,1,3,3,3,3,3,1,3,1,2,1,5,1,1,1,1,1,3,,1,2,3,1,2,2,2,4,2,1,2,2,1,3,12,3,2,,2,4,1,4,4,1,2,2,0.3838035500403833
10141,2024-09-05T16:28:31Z,2024-09-05T17:02:00Z,1,1,9,2,2,,2,2,2,,1,2,2,3,2,2,2,3,3,2,2,3,3,,,2,2,6,3,1,3,2,4,2,2,2,2,2,1,2,1,1,1,,4,2,-2,,,,,,,,,,6,4,2,2,5,6,4,3,2,1,1,2,1,2,2,2,3,1,2,3,1,1,3,,,,,2,3,3,3,1,2,2,4,5,2,2,1,2,2,5,4,1,1,1,1,3,3,3,2,2,1,1,1,,2,3,2,2,1,2,2,1,5,5,5,2,3,5,1,3,5,3,2,2,2,2,3,6,2,3,2,2,4,2,1,2,2,1,6,1,1,2,,2,4,1,9,4,1,1,2,0.7314991891641573
10143,2024-09-13T06:20:57Z,2024-09-13T06:47:34Z,1,1,9,2,2,,2,3,3,,,,,,,2,2,3,3,2,3,4,3,,,4,2,3,6,6,2,5,2,4,1,2,2,2,1,,1,2,2,,2,3,1,3,6,6,3,6,3,5,3,3,,,,,,,,,,2,2,1,1,2,1,1,1,1,3,3,3,3,3,3,2,2,3,,,,,4,3,3,5,5,3,2,1,1,3,5,5,3,3,3,3,3,2,2,2,2,3,2,,3,2,1,2,2,2,2,1,2,2,4,2,3,4,3,3,4,5,4,1,1,1,1,3,5,2,3,1,1,6,1,1,4,3,1,1,2,2,4,2,2,3,1,9,3,1,1,2,0.5085108218152606
10147,2024-09-06T08:07:30Z,2024-09-06T08:17:48Z,3,1,9,2,2,,5,1,2,,2,2,3,2,6,3,3,1,2,3,3,3,3,,,2,1,6,6,5,2,1,4,3,2,2,1,2,1,2,2,,2,,3,2,-1,,,,,,,,,,6,1,1,2,1,6,3,3,3,3,2,1,3,2,1,1,2,1,3,3,3,3,3,2,2,2,2,,,,,2,2,3,2,2,2,2,2,4,2,2,2,2,1,3,3,2,2,2,2,3,2,2,,1,3,3,3,3,3,3,1,2,5,4,3,1,4,5,2,4,1,3,1,1,2,1,3,5,2,4,2,1,5,2,1,2,2,1,5,1,1,2,,2,4,1,2,4,3,1,2,0.2344702973749951
10149,2024-09-05T16:40:36Z,2024-09-05T16:58:03Z,3,1,9,2,1,,4,2,2,,2,3,3,4,6,2,3,2,2,4,3,2,3,2,2,,,6,6,6,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,-2,,,,,,,,,,4,4,3,2,3,4,3,6,3,2,2,1,1,2,2,2,1,3,3,3,3,3,3,,,,,2,3,3,2,4,4,5,4,4,4,3,3,2,3,4,3,3,3,3,3,2,2,2,2,2,2,3,,,2,1,1,2,1,2,3,2,1,1,1,2,2,1,3,2,4,1,1,2,1,1,4,9,2,4,2,1,5,1,1,1,3,1,3,2,2,2,,2,3,1,6,3,2,2,2,0.5091874486496923
